HUC12,Name,Aquatic Species At Risk,Aquatic Animal Species At Risk,Aquatic Plant Species At Risk,Wetland Species At Risk,Wetland Animal Species At Risk,Wetland Plant Species At Risk,Terrestrial Species At Risk,Terrestrial Animal Species At Risk,Terrestrial Plant Species At Risk,Reptile Species At Risk,% Protected Rare Ecosystems,% Rare Ecosystem in WS,total_risk
150602010607,Purcell Canyon-Big Chino Wash,0,0,0,0,0,0,0,0,0,31,,0,0
150602010608,Maverick Tank-Big Chino Wash,0,0,0,0,0,0,0,0,0,30,,0,0
150602010609,Big Chino Valley-Big Chino Wash,0,0,0,0,0,0,0,0,0,31,,0,0
150602010701,Humphrey Wash,0,0,0,0,0,0,1,0,1,33,,0,1
150602010702,Pine Creek,0,0,0,1,1,0,1,1,0,34,,0,2
150602010703,Horse Wash,0,0,0,0,0,0,1,0,1,33,,0,1
150602010704,Strickland Wash,0,0,0,0,0,0,0,0,0,35,,0,0
150602010705,Long Canyon,0,0,0,0,0,0,0,0,0,35,,0,0
150602010706,Hitt Wash,1,1,0,2,2,0,1,1,0,34,,0,4
150602010707,Mint Wash,0,0,0,0,0,0,0,0,0,34,,0,0
150602010708,Upper Williamson Valley Wash,0,0,0,0,0,0,0,0,0,34,,0,0
150602010709,Mud Tank Wash,0,0,0,0,0,0,0,0,0,32,,0,0
150602010710,Lower Williamson Valley Wash,1,1,0,1,1,0,0,0,0,36,,0,2
150602010801,Big Dam Tank,0,0,0,0,0,0,0,0,0,31,,0,0
150602010802,Limestone Tank-Big Chino Wash,0,0,0,0,0,0,0,0,0,31,,0,0
150602010803,Pine Creek,0,0,0,0,0,0,1,0,1,33,,0,1
150602010804,South Butte-Big Chino Wash,0,0,0,0,0,0,0,0,0,32,,0,0
150602010805,Upper Walnut Creek,0,0,0,1,1,0,3,1,2,32,,0,4
150602010806,Lower Walnut Creek,0,0,0,1,1,0,2,1,1,33,,0,3
150602010807,Red Hat Tank-Big Chino Wash,0,0,0,0,0,0,0,0,0,33,,0,0
150602010808,Antelope Wash,0,0,0,0,0,0,0,0,0,32,,0,0
150602010809,Telephone Tank-Big Chino Wash,0,0,0,0,0,0,0,0,0,36,,0,0
150602020101,Willow Creek-Willow Creek Reservoir,0,0,0,1,1,0,2,1,1,35,,0,3
150602020102,Upper Granite Creek-Watson Lake,0,0,0,3,3,0,3,2,1,35,,0,6
150602020103,Upper Lonesome Valley,0,0,0,0,0,0,1,0,1,39,,0,1
150602020104,Lower Lonesome Valley,0,0,0,0,0,0,0,0,0,37,,0,0
150602020105,Table Mountain,0,0,0,0,0,0,0,0,0,36,,0,0
150602020106,Little Chino Wash,1,1,0,2,2,0,0,0,0,37,,0,3
150602020107,Lower Granite Creek,2,2,0,2,2,0,1,0,1,38,,0,5
150602020108,Muldoon Canyon-Verde River,3,3,0,2,2,0,0,0,0,38,,0,5
150602020201,Manzanita Tank,0,0,0,0,0,0,0,0,0,31,,0,0
150602020202,Devil Dog Canyon,0,0,0,0,0,0,0,0,0,29,,0,0
150602020203,Meath Wash,0,0,0,1,1,0,1,1,0,31,,0,2
150602020204,Upper Hell Canyon,1,0,1,2,1,1,2,1,1,30,,0,5
150602020205,Limestone Canyon,0,0,0,0,0,0,0,0,0,34,,0,0
150602020206,Rattlesnake Wash,0,0,0,0,0,0,0,0,0,34,,0,0
150602020207,Wagon Tire Wash,0,0,0,0,0,0,0,0,0,34,,0,0
150602020208,MC Canyon,0,0,0,0,0,0,0,0,0,34,,0,0
150602020209,Bear Canyon,0,0,0,0,0,0,0,0,0,34,,0,0
150602020210,Grindstone Wash,0,0,0,0,0,0,0,0,0,34,,0,0
150602020211,Lower Hell Canyon,1,1,0,0,0,0,0,0,0,35,,0,1
150602020301,Volunteer Wash,0,0,0,1,1,0,2,1,1,20,,0,3
150602020302,Government Prairie,0,0,0,0,0,0,0,0,0,20,,0,0
150602020303,Telephone Tank,1,1,0,1,1,0,1,1,0,17,,0,3
150602020304,Sawmill Tank,0,0,0,1,1,0,1,1,0,21,,0,2
150602020305,Pitman Valley-Scholz Lake,0,0,0,1,1,0,1,1,0,22,,0,2
150602020306,Garland Prairie,0,0,0,0,0,0,0,0,0,21,,0,0
150602020307,Big Spring Canyon,0,0,0,1,1,0,2,1,1,23,,0,3
150602020308,Volunteer Canyon,0,0,0,1,1,0,3,1,2,28,,0,4
150602020309,Upper Sycamore Creek,0,0,0,1,1,0,2,1,1,29,,0,3
150602020310,Little LO Spring Canyon,0,0,0,1,1,0,2,1,1,29,,0,3
150602020311,Tule Canyon,0,0,0,1,1,0,2,1,1,32,,0,3
150602020312,Middle Sycamore Creek,0,0,0,1,1,0,2,1,1,33,,0,3
150602020313,Cedar Creek,0,0,0,0,0,0,0,0,0,33,,0,0
150602020314,Lower Sycamore Creek,3,3,0,3,3,0,2,2,0,35,,0,8
150602020401,Bull Basin Canyon-Verde River,2,2,0,1,1,0,0,0,0,36,,0,3
150602020402,Government Canyon,0,0,0,1,1,0,0,0,0,35,,0,1
150602020403,Munds Draw,1,1,0,2,2,0,2,1,1,35,,0,5
150602020404,Wildcat Draw-Verde River,2,2,0,1,1,0,1,0,1,35,,0,4
150602020405,Railroad Draw,3,3,0,2,2,0,1,1,0,34,,0,6
150602020406,Horseshoe Canyon-Verde River,4,4,0,3,3,0,2,1,1,35,,0,9
150602020407,Sob Canyon-Verde River,4,4,0,3,3,0,2,1,1,36,,0,9
150602020501,Fry Canyon,1,0,1,2,1,1,3,1,2,23,,0,6
150602020502,Pumphouse Wash,2,1,1,2,1,1,3,1,2,27,,0,7
150602020503,West Fork Oak Creek,1,0,1,2,1,1,2,1,1,30,,0,5
150602020504,Munds Canyon,1,0,1,2,1,1,4,1,3,34,,0,7
150602020505,Upper Oak Creek,1,0,1,2,1,1,3,1,2,34,,0,6
150602020506,Secret Canyon,1,0,1,2,1,1,2,1,1,32,,0,5
150602020507,Dry Creek,1,0,1,2,1,1,2,1,1,35,,0,5
150602020508,Middle Oak Creek,3,2,1,3,2,1,3,0,3,36,,0,9
150602020509,Coffee Creek,0,0,0,0,0,0,1,0,1,36,,0,1
150602020510,Spring Creek,4,3,1,4,3,1,2,1,1,35,,0,10
150602020511,Lower Oak Creek,7,7,0,5,5,0,2,1,1,36,,0,14
150602020601,Bar M Canyon,0,0,0,1,1,0,2,1,1,24,,0,3
150602020602,Upper Woods Canyon,0,0,0,1,1,0,2,1,1,24,,0,3
150602020603,Double Cabin Park-Jacks Canyon,0,0,0,1,1,0,2,1,1,27,,0,3
150602020604,Brady Canyon,0,0,0,1,1,0,1,1,0,27,,0,2
150602020605,Rattlesnake Canyon,0,0,0,1,1,0,2,1,1,32,,0,3
150602020606,Lower Woods Canyon,0,0,0,1,1,0,1,1,0,35,,0,2
150602020607,Long Canyon,0,0,0,0,0,0,0,0,0,31,,0,0
150602020608,Walker Creek,1,1,0,2,2,0,0,0,0,34,,0,3
150602020609,Upper Wet Beaver Creek,1,1,0,2,2,0,0,0,0,34,,0,3
150602020610,Red Tank Draw,3,3,0,3,3,0,2,1,1,34,,0,8
150602020611,Jacks Canyon,1,0,1,1,0,1,1,0,1,33,,0,3
150602020612,Upper Dry Beaver Creek,1,1,0,3,3,0,1,1,0,34,,0,5
150602020613,Lower Wet Beaver Creek,3,3,0,2,2,0,1,0,1,40,,0,6
150602020614,Lower Dry Beaver Creek,0,0,0,2,2,0,2,1,1,35,,0,4
150602020615,Beaver Creek,2,2,0,2,2,0,2,1,1,40,,0,6
150602020701,Bitter Creek,1,1,0,0,0,0,1,0,1,36,,0,2
150602020702,Mescal Gulch-Verde River,4,4,0,5,5,0,6,2,4,36,,0,15
150602020703,Black Canyon,0,0,0,0,0,0,1,0,1,35,,0,1
150602020704,Oak Wash-Verde River,3,3,0,4,4,0,4,2,2,36,,0,11
150602020705,Cherry Creek,0,0,0,0,0,0,1,0,1,35,,0,1
150602020706,Hayfield Draw-Verde River,3,3,0,1,1,0,2,1,1,35,,0,6
150602020707,Grief Hill Wash-Verde River,3,3,0,4,4,0,3,2,1,35,,0,10
150602030101,Upper Willow Valley,0,0,0,1,1,0,1,1,0,21,,0,2
150602030102,Long Valley Draw,2,2,0,1,1,0,1,1,0,21,,0,4
150602030103,Toms Creek,1,0,1,2,1,1,3,1,2,24,,0,6
150602030104,Clover Creek,3,2,1,2,1,1,3,1,2,27,,0,8
150602030105,Lower Willow Valley,2,1,1,2,1,1,2,1,1,25,,0,6
150602030106,Home Tank Draw,2,1,1,2,1,1,2,1,1,32,,0,6
150602030107,Upper West Clear Creek,2,1,1,2,1,1,2,1,1,31,,0,6
150602030108,Middle West Clear Creek,2,2,0,2,2,0,1,1,0,41,,0,5
150602030109,Wickiup Creek,1,1,0,0,0,0,0,0,0,41,,0,1
150602030110,Lower West Clear Creek,2,2,0,2,2,0,2,1,1,41,,0,6
150602030201,Ellison Creek,2,2,0,1,1,0,0,0,0,34,,0,3
150602030202,East Verde River Headwaters,2,2,0,1,1,0,1,1,0,34,,0,4
150602030203,Webber Creek,2,2,0,1,1,0,2,1,1,34,,0,5
150602030204,American Gulch,1,1,0,0,0,0,0,0,0,39,,0,1
150602030205,Upper East Verde River,1,1,0,0,0,0,2,0,2,38,,0,3
150602030206,Pine Creek,2,2,0,2,2,0,3,1,2,40,,0,7
150602030207,Middle East Verde River,2,2,0,1,1,0,0,0,0,41,,0,3
150602030208,Rock Creek,0,0,0,0,0,0,0,0,0,36,,0,0
150602030209,The Gorge,0,0,0,0,0,0,0,0,0,41,,0,0
150602030210,Lower East Verde River,3,3,0,3,3,0,1,1,0,41,,0,7
150602030301,Copper Canyon-Verde River,4,4,0,5,5,0,2,2,0,41,,0,11
150602030302,Sycamore Canyon,3,3,0,2,2,0,1,1,0,40,,0,6
150602030303,Chasm Creek-Verde River,3,3,0,3,3,0,2,2,0,41,,0,8
150602030304,Mud Tanks Draw,1,1,0,1,1,0,0,0,0,34,,0,2
150602030305,Upper Fossil Creek,1,1,0,2,2,0,2,1,1,35,,0,5
150602030306,Hardscrabble Creek,2,2,0,1,1,0,1,1,0,40,,0,4
150602030307,Lower Fossil Creek,7,7,0,4,4,0,1,1,0,41,,0,12
150602030308,Gap Creek-Verde River,4,4,0,2,2,0,1,1,0,41,,0,7
150602030401,Houston Creek,3,3,0,2,2,0,1,1,0,38,,0,6
150602030402,Middle Red Creek,1,1,0,1,1,0,0,0,0,42,,0,2
150602030403,Red Creek,1,1,0,2,2,0,0,0,0,41,,0,3
150602030404,Canyon Creek-Verde River,5,5,0,5,5,0,1,1,0,42,,0,11
150602030405,Wet Bottom Creek,2,2,0,1,1,0,1,1,0,38,,0,4
150602030406,Tangle Creek,4,4,0,3,3,0,1,1,0,40,,0,8
150602030407,Sycamore Creek,3,3,0,3,3,0,0,0,0,42,,0,6
150602030408,Horse Creek,4,4,0,3,3,0,1,1,0,43,,0,8
150602030409,Dry Wash-Verde River,5,5,0,6,6,0,2,2,0,39,,0,13
150602030501,Deadman Creek,4,4,0,3,3,0,4,3,1,43,,0,11
150602030502,Lime Creek,3,3,0,3,3,0,2,1,1,43,,0,8
150602030503,Lower Verde River-Horseshoe Reservoir,5,5,0,6,6,0,3,2,1,40,,0,14
150602030504,Davenport Wash,3,3,0,3,3,0,4,4,0,43,,0,10
150602030505,South Fork Sheep Creek,1,1,0,1,1,0,0,0,0,43,,0,2
150602030506,Sheep Creek,0,0,0,1,1,0,1,1,0,43,,0,2
150602030507,Buck Basin-Verde River,4,4,0,4,4,0,4,3,1,41,,0,12
150602030508,Alder Creek,1,1,0,1,1,0,1,1,0,42,,0,3
150602030509,Lower Verde River-Bartlett Reservoir,1,1,0,1,1,0,1,1,0,43,,0,3
150602030601,Upper Sycamore Creek,1,1,0,2,2,0,3,2,1,43,,0,6
150602030602,Rock Creek,1,1,0,1,1,0,1,1,0,43,,0,3
150602030603,Mesquite Wash,1,1,0,2,2,0,3,3,0,48,,0,6
150602030604,Middle Sycamore Creek,1,1,0,1,1,0,4,2,2,44,,0,6
150602030605,Lower Sycamore Creek,2,2,0,2,2,0,2,2,0,47,,0,6
150602030701,Camp Creek,2,2,0,1,1,0,4,2,2,45,,0,7
150602030702,Indian Spring Wash-Verde River,2,2,0,1,1,0,3,2,1,42,,0,6
150602030703,Cottonwood Basin-Verde River,2,2,0,3,3,0,3,2,1,46,,0,8
150602030704,Malpais Canyon-Verde River,2,2,0,2,2,0,2,2,0,46,,0,6
150602030705,Pemberton Ranch Area,0,0,0,0,0,0,1,1,0,46,,0,1
150602030706,Lousely Hill-Verde River,1,1,0,0,0,0,1,1,0,46,,0,2
150602030707,Thompson Peak,0,0,0,1,1,0,3,2,1,45,,0,4
150602030708,Fort McDowell-Verde River,0,0,0,1,1,0,2,1,1,43,,0,3
150602030709,McDowell Pass-Verde River,2,2,0,3,3,0,2,2,0,44,,0,7
150701010101,Mobile Valley-Waterman Wash,0,0,0,0,0,0,1,1,0,42,,0,1
150701010102,Middle Tank,0,0,0,0,0,0,1,1,0,41,,0,1
150701010103,Big Bertha Tank-Waterman Wash,0,0,0,0,0,0,1,1,0,43,,0,1
150701010104,West Prong Waterman Wash,0,0,0,0,0,0,1,1,0,43,,0,1
150701010105,Big Mac Tank-Waterman Wash,0,0,0,0,0,0,1,1,0,44,,0,1
150701010106,Don Tank,0,0,0,0,0,0,1,1,0,43,,0,1
150701010107,East Tank-Waterman Wash,0,0,0,0,0,0,1,1,0,44,,0,1
150701010108,Plug Tank-Waterman Wash,0,0,0,0,0,0,1,1,0,44,,0,1
150701010109,CCC Tank-Waterman Wash,0,0,0,0,0,0,1,1,0,43,,0,1
150701010201,Corgett Wash,0,0,0,0,0,0,0,0,0,44,,0,0
150701010202,Town of Goodyear-Gila River,0,0,0,3,3,0,1,1,0,44,,0,4
150701010203,Lum Wash-Gila River,0,0,0,2,2,0,1,1,0,43,,0,3
150701010204,Buckeye Valley-Gila River,0,0,0,2,2,0,1,1,0,42,,0,3
150701010205,Luke Wash,0,0,0,1,1,0,0,0,0,40,,0,1
150701010206,Poison Well,0,0,0,1,1,0,1,1,0,40,,0,2
150701010207,Arlington Valley-Gila River,0,0,0,3,3,0,2,2,0,40,,0,5
150701010301,Upper Bender Wash,0,0,0,0,0,0,1,1,0,42,,0,1
150701010302,Middle Bender Wash,0,0,0,0,0,0,1,1,0,41,,0,1
150701010303,Upper Sand Tank Wash,0,0,0,0,0,0,2,1,1,42,,0,2
150701010304,Jack in the Pulpit,0,0,0,0,0,0,0,0,0,40,,0,0
150701010305,Pottebaum Tank,0,0,0,0,0,0,1,1,0,42,,0,1
150701010306,Lower Bender Wash,0,0,0,0,0,0,1,1,0,40,,0,1
150701010307,Middle Sand Tank Wash,0,0,0,0,0,0,1,1,0,41,,0,1
150701010308,Lower Sand Tank Wash,0,0,0,0,0,0,0,0,0,39,,0,0
150701010401,Rainbow Wash,0,0,0,0,0,0,1,1,0,41,,0,1
150701010402,Moody Spring-Gila River,0,0,0,2,2,0,2,2,0,40,,0,4
150701010403,Hazen Tank,0,0,0,0,0,0,1,1,0,44,,0,1
150701010404,Hedges Well-Gila River,0,0,0,0,0,0,1,1,0,40,,0,1
150701010405,Maricopa Mountains,0,0,0,0,0,0,1,1,0,41,,0,1
150701010406,Gap Tank,0,0,0,0,0,0,1,1,0,41,,0,1
150701010407,Bosque Well,0,0,0,0,0,0,1,1,0,42,,0,1
150701010408,Gila Bend Municipal Airport Area,0,0,0,0,0,0,1,1,0,40,,0,1
150701010409,Red Rock Canyon-Gila River,0,0,0,0,0,0,1,1,0,40,,0,1
150701010501,Platt Well,0,0,0,0,0,0,2,1,1,42,,0,2
150701010502,Upper Quilotosa Wash,0,0,0,0,0,0,3,1,2,42,,0,3
150701010503,Lower Quilotosa Wash,0,0,0,0,0,0,0,0,0,40,,0,0
150701010601,Moivayi,0,0,0,0,0,0,1,1,0,42,,0,1
150701010602,Upper Sauceda Wash,0,0,0,0,0,0,1,1,0,42,,0,1
150701010603,Sauceda Mountains,0,0,0,0,0,0,1,1,0,41,,0,1
150701010604,Lower Sauceda Wash,0,0,0,0,0,0,0,0,0,41,,0,0
150701010701,150701010701,0,0,0,0,0,0,0,0,0,40,,0,0
150701010702,150701010702,0,0,0,0,0,0,0,0,0,38,,0,0
150701010703,Blindman Butte,0,0,0,0,0,0,1,1,0,41,,0,1
150701010704,150701010704,0,0,0,0,0,0,1,1,0,40,,0,1
150701010705,Gila Bend Mountains,0,0,0,0,0,0,0,0,0,40,,0,0
150701010706,Woolsey Peak,0,0,0,0,0,0,0,0,0,40,,0,0
150701010707,150701010707,0,0,0,0,0,0,1,1,0,40,,0,1
150701010708,Painted Rock Mountains,0,0,0,1,1,0,0,0,0,40,,0,1
150701010709,Gila River-Painted Rock Reservoir (Local Drainage),0,0,0,1,1,0,1,1,0,40,,0,2
150701020101,Cienega Creek,1,1,0,2,2,0,0,0,0,40,,0,3
150701020102,Upper Ash Creek,0,0,0,0,0,0,1,0,1,40,,0,1
150701020103,Osbourne Spring Wash,0,0,0,0,0,0,0,0,0,40,,0,0
150701020104,Dry Creek,2,2,0,3,3,0,0,0,0,41,,0,5
150701020105,Little Ash Creek,1,1,0,2,2,0,0,0,0,41,,0,3
150701020106,Lower Ash Creek,2,2,0,3,3,0,0,0,0,41,,0,5
150701020201,Coyote Wash,0,0,0,0,0,0,1,0,1,41,,0,1
150701020202,Yaeger Canyon,0,0,0,0,0,0,2,0,2,41,,0,2
150701020203,Grapevine Gulch,0,0,0,0,0,0,1,0,1,41,,0,1
150701020204,Nelson Tank-Agua Fria River,0,0,0,0,0,0,1,0,1,41,,0,1
150701020205,Lynx Creek,1,1,0,2,2,0,2,2,0,40,,0,5
150701020206,Chaparral Gulch-Agua Fria River,0,0,0,0,0,0,0,0,0,41,,0,0
150701020207,Yarber Wash,0,0,0,0,0,0,0,0,0,41,,0,0
150701020208,Galena Gulch-Agua Fria River,1,1,0,2,2,0,0,0,0,41,,0,3
150701020301,Bear Creek,0,0,0,1,1,0,1,1,0,38,,0,2
150701020302,Wolf Creek,0,0,0,1,1,0,1,1,0,41,,0,2
150701020303,Upper Turkey Creek,0,0,0,1,1,0,1,1,0,36,,0,2
150701020304,Cedar Creek,1,1,0,1,1,0,0,0,0,42,,0,2
150701020305,Poland Creek,0,0,0,1,1,0,1,1,0,45,,0,2
150701020306,Lower Turkey Creek,1,1,0,1,1,0,0,0,0,44,,0,2
150701020307,Bumble Bee Creek,1,1,0,2,2,0,0,0,0,45,,0,3
150701020308,Black Canyon Creek (Local Drainage),1,1,0,2,2,0,2,1,1,47,,0,5
150701020401,Little Sycamore Creek,1,1,0,1,1,0,0,0,0,40,,0,2
150701020402,Sycamore Creek,2,2,0,1,1,0,0,0,0,41,,0,3
150701020403,Big Bug Creek,0,0,0,1,1,0,1,1,0,41,,0,2
150701020404,Indian Creek,1,1,0,2,2,0,0,0,0,43,,0,3
150701020405,Silver Creek,1,1,0,1,1,0,0,0,0,43,,0,2
150701020406,Bishop Creek,2,2,0,1,1,0,0,0,0,43,,0,3
150701020407,Tank Creek,0,0,0,0,0,0,0,0,0,45,,0,0
150701020408,Badger Spring Wash-Agua Fria River,1,1,0,2,2,0,0,0,0,44,,0,3
150701020409,Squaw Creek,0,0,0,0,0,0,1,0,1,45,,0,1
150701020410,Lousy Canyon-Agua Fria River,3,3,0,4,4,0,2,1,1,46,,0,9
150701020501,Little Squaw Creek,0,0,0,0,0,0,2,1,1,45,,0,2
150701020502,Moore Gulch,1,1,0,1,1,0,3,1,2,48,,0,5
150701020503,Boulder Creek,2,2,0,2,2,0,2,1,1,47,,0,6
150701020504,Cottonwood Gulch-Agua Fria River,2,2,0,2,2,0,3,2,1,47,,0,7
150701020505,Tule Creek,2,2,0,2,2,0,3,2,1,47,,0,7
150701020506,Humbug Creek,2,2,0,4,4,0,4,3,1,48,,0,10
150701020507,Banty Creek,0,0,0,0,0,0,0,0,0,47,,0,0
150701020508,Buckhorn Creek,0,0,0,0,0,0,1,1,0,46,,0,1
150701020509,Bitter Creek,2,2,0,2,2,0,0,0,0,46,,0,4
150701020510,Upper Castle Creek,2,2,0,2,2,0,0,0,0,47,,0,4
150701020511,French Creek,1,1,0,2,2,0,2,1,1,47,,0,5
150701020512,Lower Castle Creek,1,1,0,1,1,0,2,1,1,46,,0,4
150701020513,Cottonwood Creek,0,0,0,0,0,0,2,1,1,46,,0,2
150701020514,Agua Fria River-Lake Pleasant (Local Drainage),3,3,0,4,4,0,3,2,1,47,,0,10
150701020601,Seven Springs Wash-Cave Creek,1,1,0,1,1,0,1,0,1,46,,0,3
150701020602,Galloway Wash-Cave Creek,1,1,0,1,1,0,2,1,1,48,,0,4
150701020603,Apache Wash,0,0,0,0,0,0,2,1,1,47,,0,2
150701020604,Rock Tank-Cave Creek,0,0,0,0,0,0,1,1,0,48,,0,1
150701020605,Lookout Mountain-Cave Creek,1,1,0,0,0,0,0,0,0,44,,0,1
150701020606,Upper Arizona Canal Diversion Channel,1,1,0,1,1,0,1,1,0,44,,0,3
150701020607,Lower Arizona Canal Diversion Channel,2,2,0,1,1,0,0,0,0,42,,0,3
150701020701,Iona Wash,0,0,0,0,0,0,1,1,0,45,,0,1
150701020702,150701020702,0,0,0,0,0,0,0,0,0,44,,0,0
150701020703,Trilby Wash,0,0,0,0,0,0,1,1,0,45,,0,1
150701020704,Town of Wittmann,0,0,0,0,0,0,0,0,0,45,,0,0
150701020705,M E Wash,0,0,0,0,0,0,1,1,0,45,,0,1
150701020706,Trilby Wash Basin,0,0,0,0,0,0,0,0,0,44,,0,0
150701020801,Grapevine Canyon-New River,0,0,0,0,0,0,3,1,2,47,,0,3
150701020802,Cline Creek,0,0,0,0,0,0,1,0,1,47,,0,1
150701020803,Upper Skunk Creek,0,0,0,0,0,0,2,1,1,47,,0,2
150701020804,Deadman Wash,0,0,0,0,0,0,2,1,1,46,,0,2
150701020805,Sweat Canyon-New River,1,1,0,1,1,0,3,2,1,48,,0,5
150701020806,Middle Skunk Creek,0,0,0,0,0,0,2,1,1,47,,0,2
150701020807,Lower Skunk Creek,3,3,0,2,2,0,1,1,0,44,,0,6
150701020808,Weir Wash-New River,2,2,0,2,2,0,1,1,0,45,,0,5
150701020809,City of Peoria-New River,3,3,0,2,2,0,0,0,0,43,,0,5
150701020901,Morgan City Wash,0,0,0,1,1,0,2,2,0,46,,0,3
150701020902,Hieroglyphic Mountains-Agua Fria River,0,0,0,1,1,0,2,2,0,45,,0,3
150701020903,Padelford Wash-McMicken Dam Outlet Channel,0,0,0,0,0,0,1,1,0,45,,0,1
150701020904,White Peak,0,0,0,0,0,0,1,1,0,42,,0,1
150701020905,Caterpillar Tank Wash-Agua Fria River,0,0,0,0,0,0,1,1,0,43,,0,1
150701020906,City of Surprise-Agua Fria River,0,0,0,0,0,0,0,0,0,42,,0,0
150701020907,White Tanks FRS #3,0,0,0,0,0,0,0,0,0,44,,0,0
150701020908,Town of Litchfield Park,0,0,0,0,0,0,0,0,0,42,,0,0
150701020909,City of Glendale-Agua Fria River,0,0,0,3,3,0,1,1,0,42,,0,4
150701030101,Groom Creek-Hassayampa River,0,0,0,2,2,0,2,2,0,33,,0,4
150701030102,Buzzard Roost Wash-Hassayampa River,0,0,0,1,1,0,1,1,0,39,,0,2
150701030103,Crooks Canyon,0,0,0,1,1,0,1,1,0,39,,0,2
150701030104,French Gulch,0,0,0,0,0,0,0,0,0,42,,0,0
150701030105,Milk Creek,0,0,0,1,1,0,1,1,0,42,,0,2
150701030106,Blind Indian Creek,1,1,0,3,3,0,1,1,0,43,,0,5
150701030107,Minnehaha Creek,1,1,0,3,3,0,1,1,0,43,,0,5
150701030108,Arrastre Creek,0,0,0,0,0,0,0,0,0,43,,0,0
150701030109,Spring Creek,0,0,0,0,0,0,1,1,0,40,,0,1
150701030110,Cottonwood Creek,0,0,0,0,0,0,0,0,0,43,,0,0
150701030111,Cherry Creek,1,1,0,1,1,0,0,0,0,43,,0,2
150701030112,Moores Spring-Hassayampa River,1,1,0,2,2,0,0,0,0,43,,0,3
150701030201,Upper Sols Wash,0,0,0,0,0,0,1,1,0,43,,0,1
150701030202,Town of Matthie,0,0,0,0,0,0,1,1,0,43,,0,1
150701030203,Middle Sols Wash,0,0,0,0,0,0,1,1,0,43,,0,1
150701030204,Lower Sols Wash,0,0,0,0,0,0,1,1,0,43,,0,1
150701030301,Oak Creek,0,0,0,0,0,0,0,0,0,43,,0,0
150701030302,Fools Canyon,0,0,0,0,0,0,1,1,0,43,,0,1
150701030303,Slim Jim Creek-Hassayampa River,0,0,0,0,0,0,1,1,0,44,,0,1
150701030304,King Solomon Gulch-Hassayampa River,0,0,0,1,1,0,1,1,0,44,,0,2
150701030305,Weaver Creek,0,0,0,0,0,0,1,1,0,44,,0,1
150701030306,Antelope Creek,0,0,0,0,0,0,2,2,0,44,,0,2
150701030307,Martinez Creek,0,0,0,0,0,0,1,1,0,43,,0,1
150701030308,Blue Tank Wash-Hassayampa River,0,0,0,1,1,0,1,1,0,43,,0,2
150701030309,Cemetery Wash-Hassayampa River,4,4,0,5,5,0,3,2,1,42,,0,12
150701030310,San Domingo Wash,0,0,0,0,0,0,1,1,0,42,,0,1
150701030311,Monarch Wash-Hassayampa River,4,4,0,5,5,0,3,2,1,42,,0,12
150701030401,Dead Horse Wash,0,0,0,0,0,0,1,1,0,41,,0,1
150701030402,Upper Jackrabbit Wash,0,0,0,0,0,0,1,1,0,42,,0,1
150701030403,Vulture Mountains,0,0,0,0,0,0,1,1,0,42,,0,1
150701030404,Box Wash,0,0,0,0,0,0,1,1,0,42,,0,1
150701030405,Upper Star Wash,0,0,0,0,0,0,1,1,0,41,,0,1
150701030406,Mill Wash,0,0,0,0,0,0,1,1,0,41,,0,1
150701030407,Powerline Wash,0,0,0,0,0,0,1,1,0,42,,0,1
150701030408,Lower Star Wash,0,0,0,0,0,0,1,1,0,40,,0,1
150701030409,Middle Jackrabbit Wash,0,0,0,0,0,0,0,0,0,41,,0,0
150701030410,Lower Jackrabbit Wash,0,0,0,0,0,0,0,0,0,40,,0,0
150701030501,Little San Domingo Wash-Hassayampa River,0,0,0,0,0,0,1,1,0,45,,0,1
150701030502,Daggs Wash,0,0,0,0,0,0,1,1,0,42,,0,1
150701030503,Wagner Wash,0,0,0,0,0,0,1,1,0,42,,0,1
150701030504,Flower Pot Well-Hassayampa River,0,0,0,0,0,0,1,1,0,43,,0,1
150701030505,Light Hall Well-Hassayampa River,0,0,0,0,0,0,0,0,0,41,,0,0
150701030506,Buckeye FRS #1,0,0,0,0,0,0,0,0,0,42,,0,0
150701030507,Roberts Well-Hassayampa River,0,0,0,2,2,0,0,0,0,40,,0,2
150701040101,Forepaugh Tank,0,0,0,0,0,0,1,1,0,42,,0,1
150701040102,Big Pemberton Tank,0,0,0,0,0,0,1,1,0,43,,0,1
150701040103,Wood Spurger Tank,0,0,0,0,0,0,1,1,0,43,,0,1
150701040104,Grass Wash,0,0,0,0,0,0,1,1,0,42,,0,1
150701040105,Sixteen Tank-Centennial Wash,0,0,0,0,0,0,1,1,0,38,,0,1
150701040106,Massey Well,0,0,0,0,0,0,1,1,0,39,,0,1
150701040107,Milton Ray Tank-Centennial Wash,0,0,0,0,0,0,1,1,0,41,,0,1
150701040201,Happy Camp Canyon-Centennial Wash,0,0,0,0,0,0,1,1,0,38,,0,1
150701040202,Miller Reservoir-Centennial Wash,0,0,0,0,0,0,1,1,0,38,,0,1
150701040203,Low Mountain-Centennial Wash,0,0,0,0,0,0,1,1,0,38,,0,1
150701040204,Winchester Reservoir,0,0,0,0,0,0,1,1,0,38,,0,1
150701040205,Town of Wenden-Centennial Wash,0,0,0,0,0,0,1,1,0,39,,0,1
150701040206,Salome Wash,0,0,0,0,0,0,1,1,0,37,,0,1
