HUC12,Name-12,HUC8,Name,ForestChange,WetlandsChange,HabitatConditionIndex,At-RiskAquaticSpecies,At-RiskAquaticAnimalSpecies,At-RiskAquatiPlantSpecies,At-RiskWetlandSpecies,At-RiskWetlandAnimalSpecies,At-RiskWetlandPlantSpecies,At-RiskTerrestrialSpecies,At-RiskTerrestrialAnimalSpecies,At-RiskTerrestrialPlantSpecies,total,ProtectedRareEcosystems,RareEcosysteminWS,Urban2011,UrbanChange,DevelopedHI,DevelopedMI,DevelopedLI,DevelopedOpenSpace
150100150708,City of Henderson-Las Vegas Wash,15010015,Las Vegas Wash,0.02,-0.23,3.77,0,0,0,1,1,0,2,2,0,3,,0,38.5470999,3.22,7.13303406,18.29449907,9.977198233,3.142368534
150100150201,Deadman Canyon,15010015,Las Vegas Wash,0,0,4.75,0,0,0,0,0,0,4,1,3,4,100,0.1131281546,0,0,0,0,0,0
150100150601,White Spot Spring,15010015,Las Vegas Wash,0,0,4.75,0,0,0,0,0,0,4,2,2,4,100,0.06623129667,0,0,0,0,0,0
150100150103,Three Lakes Valley,15010015,Las Vegas Wash,0,0,4.73,1,0,1,1,0,1,3,1,2,5,100,0.01649631957,0.561758862,0.04,0.02518635695,0.0944120164,0.3305157017,0.1116447869
150100150205,Long Valley,15010015,Las Vegas Wash,0,0,4.78,0,0,0,0,0,0,5,2,3,5,0,0.2713584042,0,0,0,0,0,0
150100150102,Macks Canyon,15010015,Las Vegas Wash,0,0,4.5,0,0,0,0,0,0,6,3,3,6,100,0.9497828105,0,0,0,0,0,0
150100150302,Harris Springs Canyon,15010015,Las Vegas Wash,0.01,0,4.41,1,1,0,0,0,0,5,3,2,6,99.95459086,7.86175622,0.04141171095,0,0,0,0.02427583055,0.01713588039
150100150503,First Creek,15010015,Las Vegas Wash,0.02,0,4.52,2,1,1,1,0,1,4,1,3,7,100,0.09456512777,1.964264977,0.01,0.01741957961,0.08046186771,0.4595451001,1.406838429
150100150502,Cottonwood Valley,15010015,Las Vegas Wash,-0.01,0,4.62,1,0,1,1,0,1,6,2,4,8,67.19817768,1.611692277,1.204155806,0,0,0.01223735575,0.5298775041,0.6620409462
150100150303,Box Canyon-Las Vegas Wash,15010015,Las Vegas Wash,0.02,0,4.05,2,1,1,3,2,1,6,3,3,11,100,0.00114692814,32.80827133,6.64,2.673091566,13.00445859,12.33521096,4.795510215
150100150501,Pine Creek-Red Rock Wash,15010015,Las Vegas Wash,0,0,4.47,3,2,1,2,0,2,6,1,5,11,100,1.173487246,1.364701472,0.14,0.01812103602,0.1131002593,0.3917892961,0.8416908801
150100150208,Corkscrew Canyon-Las Vegas Wash,15010015,Las Vegas Wash,0,0,4.69,2,2,0,2,2,0,10,5,5,14,76.80365297,0.189229534,0.4792097618,0,0.0001728127522,0.01399783293,0.272698523,0.1923405932
150100150206,Lee Canyon,15010015,Las Vegas Wash,-0.43,0,4.66,2,0,2,2,0,2,16,4,12,20,86.84210526,0.7914914668,2.529680192,0.14,0,0.2688731941,1.546967603,0.7138393956
150100150207,Deer Creek,15010015,Las Vegas Wash,-0.22,0,4.71,3,0,3,3,0,3,16,4,12,22,100,2.285666649,0.3139292895,0,0.002351530258,0.04585484004,0.1375645201,0.1281583991
150100150301,Kyle Canyon,15010015,Las Vegas Wash,-1.73,0,4.6,4,0,4,4,0,4,19,4,15,27,92.65371307,6.95524919,1.388477488,0,0.0009256516588,0.04998518957,0.8367890995,0.5007775474
150200010304,Long Lake,15020001,Little Colorado Headwaters,-0.18,0,4.51,0,0,0,0,0,0,0,0,0,0,,0,0.9082537332,0,0,0.001805673426,0.1914013831,0.7150466767
150200010305,150200010305,15020001,Little Colorado Headwaters,-0.61,0,4.77,0,0,0,0,0,0,0,0,0,0,,0,1.005790588,0,0,0,0.2657620673,0.7400285208
150200010306,Stamps Spring,15020001,Little Colorado Headwaters,0,0,4.84,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200010401,Cheney Lake,15020001,Little Colorado Headwaters,0.01,0,4.84,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200010303,Pratt Lake,15020001,Little Colorado Headwaters,-0.44,0,4.66,1,1,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0
150200010307,Coyote Spring-Coyote Creek,15020001,Little Colorado Headwaters,0,0,4.65,1,1,0,0,0,0,0,0,0,1,,0,0.7025497712,0,0,0.0008652090778,0.1652549339,0.5364296282
150200010406,Vigil Run,15020001,Little Colorado Headwaters,-0.77,0,4.47,0,0,0,0,0,0,1,0,1,1,,0,0.7071656538,0,0,0.002185983474,0.2306212565,0.4743584139
150200010407,Atascocita Draw,15020001,Little Colorado Headwaters,-0.12,0,4.45,0,0,0,0,0,0,1,1,0,1,,0,0.6237434919,0,0,0,0.08866436414,0.5350791278
150200010408,150200010408,15020001,Little Colorado Headwaters,0,0,4.5,0,0,0,0,0,0,1,0,1,1,,0,0.3463467083,0.08,0.02188454475,0.09515019458,0.1826883736,0.04662359535
150200010402,Upper Carnero Creek,15020001,Little Colorado Headwaters,-0.6,0.06,4.83,0,0,0,1,1,0,1,1,0,2,,0,0,0,0,0,0,0
150200010102,Colter Creek,15020001,Little Colorado Headwaters,-11.69,0,4.69,1,1,0,1,1,0,1,1,0,3,,0,0,0,0,0,0,0
150200010103,Paddy Creek-Nutrioso Creek,15020001,Little Colorado Headwaters,-15.7,0.04,4.54,1,1,0,1,1,0,1,1,0,3,,0,1.870846357,0,0.001517312536,0.02427700058,0.3156010075,1.529451036
150200010308,Scraper Knoll-Coyote Creek,15020001,Little Colorado Headwaters,0,0,4.62,2,2,0,0,0,0,1,0,1,3,,0,0,0,0,0,0,0
150200010404,Lower Carnero Creek,15020001,Little Colorado Headwaters,0,0,4.63,2,2,0,0,0,0,1,1,0,3,,0,2.977062843,0,0,0.02118905938,0.6374375364,2.318436247
150200010105,Riggs Creek-Nutrioso Creek,15020001,Little Colorado Headwaters,-12.46,0,4.6,2,2,0,1,1,0,1,1,0,4,,0,1.611576542,0,0,0.04163493272,0.2883980706,1.281543539
150200010206,Water Canyon Creek,15020001,Little Colorado Headwaters,-2.8,0,4.65,2,2,0,1,1,0,1,1,0,4,,0,0.6472491909,0,0.001797914419,0.02876663071,0.2660913341,0.3505933118
150200010302,Canovas Creek-Coyote Creek,15020001,Little Colorado Headwaters,-2.94,0,4.76,2,2,0,1,1,0,1,1,0,4,,0,0,0,0,0,0,0
150200010409,Little Colorado River-Lyman Lake,15020001,Little Colorado Headwaters,0,0.02,4.5,2,2,0,0,0,0,2,1,1,4,,0,1.944578793,0,0,0.01707018692,0.8037213007,1.123787305
150200010101,Auger Creek,15020001,Little Colorado Headwaters,-9.46,0.05,4.63,1,1,0,2,1,1,2,1,1,5,,0,0.3306331625,0,0,0.002361665446,0.09210495241,0.2361665446
150200010107,Picnic Creek-Nutrioso Creek,15020001,Little Colorado Headwaters,-2.57,0.04,4.52,3,3,0,1,1,0,1,1,0,5,,0,4.774958229,0,0.0378550543,0.5456349206,1.984126984,2.20734127
150200010106,Dry Lakes-Nutrioso Creek,15020001,Little Colorado Headwaters,-0.02,0,4.6,3,3,0,2,2,0,1,1,0,6,,0,0.8709131572,0,0,0.04496562496,0.3490752464,0.4768722858
150200010208,Becker Lake-Little Colorado River,15020001,Little Colorado Headwaters,0.31,0.17,3.68,3,3,0,1,1,0,2,2,0,6,,0,11.56178043,0,0.261951539,1.83154826,4.698227602,4.770053024
150200010204,South Fork Little Colorado River,15020001,Little Colorado Headwaters,-6.69,0.03,4.6,1,1,0,3,3,0,3,3,0,7,,0,0.6898159577,0,0.004114210483,0.01371403494,0.2111961381,0.4607915741
150200010205,Fish Creek-Little Colorado River,15020001,Little Colorado Headwaters,-0.24,0.03,4.69,1,1,0,3,2,1,3,2,1,7,,0,1.255600965,0,0,0.009847850707,0.1001198155,1.145633299
150200010207,Grapevine Creek-Little Colorado River,15020001,Little Colorado Headwaters,-9.57,0,4.59,3,3,0,2,2,0,2,2,0,7,,0,2.211800819,0,0,0.0204638472,0.3768758527,1.814461119
150200010405,Coyote Hills-Little Colorado River,15020001,Little Colorado Headwaters,0.02,0,4.82,3,3,0,2,2,0,2,2,0,7,,0,1.27195745,0,0,0.03849114704,0.3026803835,0.9307859192
150200010104,Rudd Creek,15020001,Little Colorado Headwaters,-19.96,-0.06,4.71,3,3,0,3,3,0,2,2,0,8,,0,0,0,0,0,0,0
150200010403,Ellis Wiltbank Reservoir,15020001,Little Colorado Headwaters,-0.01,0,4.72,3,3,0,3,3,0,4,4,0,10,,0,1.185369037,0,0,0.002139655302,0.1647534582,1.018475924
150200010201,West Fork Little Colorado River,15020001,Little Colorado Headwaters,-7.11,0,4.69,2,1,1,4,3,1,5,3,2,11,,0,0.5930582126,0,0,0.008198961465,0.1038535119,0.4810057393
150200010202,East Fork Little Colorado River,15020001,Little Colorado Headwaters,-8.14,0,4.73,2,1,1,4,3,1,5,3,2,11,,0,0.4042357959,0,0,0,0.06695930362,0.3372764923
150200010203,Hall Creek-Little Colorado River,15020001,Little Colorado Headwaters,-1.77,0.01,4.56,1,0,1,5,3,2,6,3,3,12,,0,0.550532145,0,0.00108159557,0.01406074241,0.07895647659,0.4564333304
150200020201,Wildcat Creek,15020002,Upper Little Colorado,0,0,4.59,0,0,0,0,0,0,0,0,0,0,,0,1.78577216,0,0,0,0.4116026576,1.374169503
150200020202,Upper Mallory Draw,15020002,Upper Little Colorado,-0.21,0,4.64,0,0,0,0,0,0,0,0,0,0,,0,0.5141231951,0,0,0,0.08264864602,0.4314745491
150200020203,Lower Mallory Draw,15020002,Upper Little Colorado,0,0,4.6,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020204,Upper Big Hollow Wash,15020002,Upper Little Colorado,0.01,0,4.55,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020205,Lower Big Hollow Wash,15020002,Upper Little Colorado,0,0.01,4.48,0,0,0,0,0,0,0,0,0,0,,0,0.9241120175,0,0,0.01445179523,0.5451538313,0.3645063909
150200020301,Ortega Sink,15020002,Upper Little Colorado,0,0,4.26,0,0,0,0,0,0,0,0,0,0,,0,0.008029548739,0,0,0,0,0.008029548739
150200020302,Concho Creek,15020002,Upper Little Colorado,0.01,0.02,4.45,0,0,0,0,0,0,0,0,0,0,,0,3.480060779,0,0.0007752418755,0.06977176879,1.710183577,1.699330191
150200020303,Zion Reservoir-Little Colorado River,15020002,Upper Little Colorado,0,0.01,4.73,0,0,0,0,0,0,0,0,0,0,,0,1.228707586,0,0,0.006221304234,0.398163471,0.824322811
150200020304,Greer Wash,15020002,Upper Little Colorado,0,0,4.51,0,0,0,0,0,0,0,0,0,0,,0,2.41568395,0,0,0.004234327695,1.024707302,1.38674232
150200020305,Hunt Valley-Little Colorado River,15020002,Upper Little Colorado,0,1.06,4.83,0,0,0,0,0,0,0,0,0,0,,0,1.659039503,0,0,0.00315606754,0.2051443901,1.450739046
150200020405,Little Mineral Creek-Little Ortega Lake,15020002,Upper Little Colorado,0,0,4.43,0,0,0,0,0,0,0,0,0,0,,0,0.5588707677,0,0,0,0.0483135944,0.5105571733
150200020406,Windsor Valley,15020002,Upper Little Colorado,-0.03,0,4.25,0,0,0,0,0,0,0,0,0,0,,0,1.377862093,0,0,0,0.01919027985,1.358671813
150200020407,Haumont Dam,15020002,Upper Little Colorado,0,0,4.53,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020408,Mail Station Draw-Dad Patterson Tank,15020002,Upper Little Colorado,0,0,4.48,0,0,0,0,0,0,0,0,0,0,,0,0.1241543971,0,0.00159172304,0.009550338241,0.07958615201,0.03342618384
150200020409,Manuel Seep Draw,15020002,Upper Little Colorado,0,0,4.53,0,0,0,0,0,0,0,0,0,0,,0,0.1812098301,0,0,0,0.0006786885023,0.1805311416
150200020410,Oso Draw (Local Drainage),15020002,Upper Little Colorado,0,0.11,4.78,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020501,Jenson Well,15020002,Upper Little Colorado,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020502,Rim Tank,15020002,Upper Little Colorado,0,0,4.75,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020503,Potter Place Draw,15020002,Upper Little Colorado,0,0,4.75,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020504,Upper Milky Wash,15020002,Upper Little Colorado,0,0,4.72,0,0,0,0,0,0,0,0,0,0,,0,0.02967282485,0,0,0,0.006450614098,0.02322221075
150200020505,Wild Cow Wash,15020002,Upper Little Colorado,0,0,4.75,0,0,0,0,0,0,0,0,0,0,,0,0.2882050305,0,0,0.02381859756,0.1190929878,0.1452934451
150200020506,Lower Milky Wash,15020002,Upper Little Colorado,0,0,4.83,0,0,0,0,0,0,0,0,0,0,,0,0.366733222,0,0,0.01385436616,0.2363391875,0.1165396683
150200020601,Seven Springs Wash,15020002,Upper Little Colorado,0,0,4.75,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020602,Beaver Dam Wash,15020002,Upper Little Colorado,0,0,4.74,0,0,0,0,0,0,0,0,0,0,,0,0.3065405135,0,0,0.003684381171,0.1554808854,0.1473752469
150200020603,Martinez Draw,15020002,Upper Little Colorado,0,0,4.45,0,0,0,0,0,0,0,0,0,0,,0,0.2255906914,0,0,0,0.005936597143,0.2196540943
150200020604,Cheney Draw,15020002,Upper Little Colorado,0,0,4.63,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020605,Sandoval Draw,15020002,Upper Little Colorado,0,0.06,4.67,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020606,Jeff Lake Draw,15020002,Upper Little Colorado,0,0,4.54,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020607,150200020607,15020002,Upper Little Colorado,0,0,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020608,West Hay Hollow Draw,15020002,Upper Little Colorado,0,0.12,4.67,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020609,Hay Hollow Draw,15020002,Upper Little Colorado,0,0,4.53,0,0,0,0,0,0,0,0,0,0,,0,0.06657203534,0,0,0,0.001100364221,0.06547167112
150200020610,Little Milky Wash,15020002,Upper Little Colorado,0,0,4.74,0,0,0,0,0,0,0,0,0,0,,0,1.085421458,0,0,0.01815760804,0.5628858492,0.504378001
150200020611,Goat Ranch Draw-Little Colorado River,15020002,Upper Little Colorado,0.02,0,4.74,0,0,0,0,0,0,0,0,0,0,,0,0.5937379594,0,0,0.002526544508,0.258339176,0.332872239
150200020701,Cottonwood Wash,15020002,Upper Little Colorado,0,0,4.74,0,0,0,0,0,0,0,0,0,0,,0,1.410703752,0,0,0.03999160176,0.7578408534,0.612871297
150200020702,Mexican Hollow Wash,15020002,Upper Little Colorado,0,0,4.72,0,0,0,0,0,0,0,0,0,0,,0,0.6494184468,0,0,0.04385140638,0.4593956859,0.1461713546
150200020704,The Sinks,15020002,Upper Little Colorado,0,0,4.75,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020705,Arthurs Meadow Draw,15020002,Upper Little Colorado,0,0,4.75,0,0,0,0,0,0,0,0,0,0,,0,1.0145703,0,0.006173855779,0.02675337504,0.1255350675,0.8561080013
150200020706,East Washboard Wash,15020002,Upper Little Colorado,0,0,4.75,0,0,0,0,0,0,0,0,0,0,,0,0.05343375487,0,0,0.01017785807,0.02798910969,0.0152667871
150200020707,Upper Washboard Wash,15020002,Upper Little Colorado,0,0,4.75,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200020709,Woodruff Lake-Little Colorado River,15020002,Upper Little Colorado,0,0.06,4.65,0,0,0,0,0,0,0,0,0,0,,0,0.3127726693,0,0,0.01208134774,0.1664541244,0.1342371971
150200020402,Neal Spring,15020002,Upper Little Colorado,0.02,0,4.6,1,1,0,0,0,0,0,0,0,1,,0,0.8636890719,0,0,0,0.1786023698,0.6850867021
150200020404,Upper Mineral Creek,15020002,Upper Little Colorado,0.06,0,4.69,1,1,0,0,0,0,0,0,0,1,,0,0.4023596004,0,0,0.001704913561,0.01704913561,0.3836055512
150200020703,Powerline Tank-Little Colorado River,15020002,Upper Little Colorado,0,0,4.78,1,1,0,0,0,0,0,0,0,1,,0,0.1889323068,0,0,0.01031712255,0.1283192118,0.05029597245
150200020708,Carr Lake Draw,15020002,Upper Little Colorado,0,0.01,4.68,1,1,0,0,0,0,0,0,0,1,,0,0.9357252999,0,0,0.01278724284,0.4129527248,0.5099853323
150200020710,Lower Washboard Wash,15020002,Upper Little Colorado,0,0,4.58,1,1,0,0,0,0,0,0,0,1,,0,0.6006880127,0,0,0,0.06615506748,0.5345329452
150200020711,150200020711,15020002,Upper Little Colorado,0.07,-0.04,4.72,1,1,0,0,0,0,0,0,0,1,,0,1.5084822,0,0,0.00481943195,0.2329392109,1.270723557
150200020101,Henry Platt Springs,15020002,Upper Little Colorado,-0.05,0,4.43,2,2,0,0,0,0,0,0,0,2,,0,1.857349612,0.11,0.172560953,0.6480313207,0.7092626266,0.3274947118
150200020103,Little Reservoir-Little Colorado River,15020002,Upper Little Colorado,0.02,-0.02,4.37,2,2,0,0,0,0,0,0,0,2,,0,4.303816173,0,0.02533208784,0.5868600349,2.424491907,1.267132144
150200020403,Sepulveda Creek,15020002,Upper Little Colorado,-0.07,0,4.53,0,0,0,1,1,0,1,1,0,2,,0,0.8844385568,0,0,0.007792410192,0.09740512741,0.7792410192
150200020102,Alamo Wash-Little Colorado River,15020002,Upper Little Colorado,0,0,4.49,2,2,0,0,0,0,1,1,0,3,,0,0.9920824762,0,0,0.001794000861,0.4658422236,0.5244462517
150200020401,Pulcifer Creek,15020002,Upper Little Colorado,0,0.12,4.7,1,1,0,1,1,0,1,1,0,3,,0,0,0,0,0,0,0
150200030705,Cottonwood Canyon,15020003,Carrizo Wash,0,0,4.78,0,0,0,0,0,0,0,0,0,0,,0,0.1086855442,0,0,0,0.02208583252,0.08659971172
150200030707,Cienega Amarilla,15020003,Carrizo Wash,0,0,4.77,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200030901,Twentytwo Draw,15020003,Carrizo Wash,-0.02,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200030902,Gallegos Springs,15020003,Carrizo Wash,0,0,4.88,0,0,0,0,0,0,0,0,0,0,,0,0.008905739113,0,0,0,0,0.008905739113
150200030903,Little Blanco Canyon,15020003,Carrizo Wash,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200030904,Upper Tank Reservoir,15020003,Carrizo Wash,-0.16,0,4.48,0,0,0,0,0,0,0,0,0,0,,0,0.03642102707,0,0,0.001103667487,0.02317701723,0.01214034236
150200030905,Jarvis Wash,15020003,Carrizo Wash,-0.01,0,4.63,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200030906,Carrisito Spring-Carrizo Wash,15020003,Carrizo Wash,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200030907,Blanco Canyon,15020003,Carrizo Wash,-0.01,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200030908,Aguaje Draw,15020003,Carrizo Wash,-0.11,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200030909,Marion Haws Draw,15020003,Carrizo Wash,0,0,4.95,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200030910,Purcell Well-Carrizo Wash,15020003,Carrizo Wash,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200030911,Valle Bonito-Carrizo Wash,15020003,Carrizo Wash,0,0.42,4.75,0,0,0,0,0,0,0,0,0,0,,0,1.205901581,0,0.05737909238,0.2567949544,0.7590971729,0.1326303611
150200040606,Mazon Camp-Jaralosa Draw,15020004,Zuni,-0.02,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200040607,Ortega Well-Jaralosa Draw,15020004,Zuni,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200040701,East Pasture Tank,15020004,Zuni,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.917860405,0,0,0,0.01893644039,0.8989239646
150200040702,Barth Lake,15020004,Zuni,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.9474945697,0,0,0,0.00749007565,0.940004494
150200040703,Devil Pass Well,15020004,Zuni,-0.04,0,4.88,0,0,0,0,0,0,0,0,0,0,,0,0.4480087127,0,0,0,0.02475186258,0.4232568501
150200040707,Barth Well-Zuni River,15020004,Zuni,0,0,4.95,0,0,0,0,0,0,0,0,0,0,,0,0.005782990647,0,0,0,0,0.005782990647
150200040708,Lower Venedito Draw,15020004,Zuni,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200040709,Ojo Peak-Zuni River,15020004,Zuni,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200040710,Ceadro Spring-Zuni River,15020004,Zuni,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200040801,Chafin Well-Hardscrabble Wash,15020004,Zuni,-0.04,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200040802,Deep Lake-Hardscrabble Wash,15020004,Zuni,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.5140762676,0,0,0,0.02640270861,0.487673559
150200040803,Fairchild Well,15020004,Zuni,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200040804,Brown Wash-Hardscrabble Wash,15020004,Zuni,0,0,4.79,0,0,0,0,0,0,0,0,0,0,,0,1.541712987,0,0,0.003664927862,0.159424362,1.378623697
150200040805,Long H Ranch Area,15020004,Zuni,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200040806,Prospect Spring-Hardscrabble Wash,15020004,Zuni,0,0,4.63,0,0,0,0,0,0,0,0,0,0,,0,0.1964444258,0,0,0,0.06431632446,0.1321281013
150200040807,Platts Windmill Area-Hardscrabble Wash,15020004,Zuni,0,0.03,4.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200040901,Pine Springs Wash,15020004,Zuni,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200040902,Zuni Well-Zuni River,15020004,Zuni,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,1.274344065,0,0,0,0.2099900691,1.064353996
150200040903,Schnebly Well-Zuni River,15020004,Zuni,0.01,0.23,4.96,0,0,0,0,0,0,0,0,0,0,,0,0.9790043822,0,0,0.01186671978,0.3441348737,0.6230027887
150200040904,Cedar Lake Wash,15020004,Zuni,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200040905,Richey Tank,15020004,Zuni,0,0,4.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200040906,Hunt Valley-Zuni River,15020004,Zuni,0,0,4.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200050101,Billy Creek,15020005,Silver,-0.9,-0.08,4.01,0,0,0,0,0,0,0,0,0,0,,0,19.7196623,0.19,0.1558817294,0.9826784222,3.965631196,14.61547095
150200050102,Porter Creek,15020005,Silver,-0.05,0,4.6,0,0,0,0,0,0,0,0,0,0,,0,0.3976724207,0,0,0.0008856846785,0.03454170246,0.3622450335
150200050103,Fools Hollow,15020005,Silver,-3.8,0,3.53,0,0,0,0,0,0,0,0,0,0,,0,22.66873065,2.41,0.1547987616,1.835913313,4.507739938,16.17027864
150200050104,Show Low Lake-Show Low Creek,15020005,Silver,-1.85,-0.2,4.39,0,0,0,0,0,0,0,0,0,0,,0,16.30110363,1.71,0.7241850027,2.856250434,4.677124546,8.043543648
150200050105,Long Lake,15020005,Silver,-0.29,0,4.47,0,0,0,0,0,0,0,0,0,0,,0,5.923079418,0.73,0.115121445,0.7555858222,1.460907352,3.591464799
150200050106,Linden Draw,15020005,Silver,-25.63,0,4.4,0,0,0,0,0,0,0,0,0,0,,0,3.626068492,0,0,0.001814849095,0.1161503421,3.508103301
150200050107,Bagnal Draw-Show Low Creek,15020005,Silver,-17.9,0,4.29,0,0,0,0,0,0,0,0,0,0,,0,4.934445769,0,0.003763879305,0.1631014365,0.4541747695,4.313405683
150200050108,Bull Hollow,15020005,Silver,-0.81,0,4.76,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200050109,Thistle Hollow-Show Low Creek,15020005,Silver,-0.25,0,4.66,0,0,0,0,0,0,0,0,0,0,,0,0.4380173275,0,0,0,0.1481529196,0.2898644079
150200050110,Schoens Crossing-Show Low Creek,15020005,Silver,0.02,0,4.71,0,0,0,0,0,0,0,0,0,0,,0,0.4604228216,0,0,0,0.09400299275,0.3664198289
150200050201,Ortega Draw,15020005,Silver,-0.39,0,4.44,0,0,0,0,0,0,0,0,0,0,,0,1.205687284,0,0,0,0.03390333312,1.171783951
150200050202,Upper Brown Creek,15020005,Silver,-0.25,0,4.59,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200050203,White Lakes Basin,15020005,Silver,0.04,0,4.4,0,0,0,0,0,0,0,0,0,0,,0,1.726600619,0,0,0.001142687372,0.06284780547,1.662610126
150200050204,Lower Brown Creek,15020005,Silver,-0.59,0,4.53,0,0,0,0,0,0,0,0,0,0,,0,1.679513756,0,0,0.003018898303,0.0553464689,1.621148389
150200050205,Upper Rocky Arroyo,15020005,Silver,-0.76,0,4.73,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
150200050206,Lower Rocky Arroyo,15020005,Silver,-0.24,0,4.52,0,0,0,0,0,0,0,0,0,0,,0,4.958531851,0,0.01470501735,0.1088171284,1.051408741,3.783600965
150200050207,Upper Silver Creek-White Mountain Lake,15020005,Silver,-0.24,0,4.47,0,0,0,0,0,0,0,0,0,0,,0,6.994012381,0,0.01183992422,0.1589932682,1.246574879,5.57660431
150200050208,Mexican Lake-Silver Creek,15020005,Silver,0.11,-0.06,4.6,0,0,0,0,0,0,0,0,0,0,,0,2.085780054,0,0,0,0.2419316954,1.843848358
150200050301,Stinson Wash,15020005,Silver,-6.78,0,4.69,0,0,0,0,0,0,0,0,0,0,,0,0.3410414241,0,0,0,0.02495425054,0.3160871735
150200050302,West Fork Cottonwood Wash-Cottonwood Wash,15020005,Silver,-8.15,0,4.79,0,0,0,0,0,0,0,0,0,0,,0,0.08515369058,0,0,0,0.001182690147,0.08397100044
150200050303,Upper Day Wash,15020005,Silver,-1.47,0,4.66,0,0,0,0,0,0,0,0,0,0,,0,0.5494204618,0,0,0,0.09674180889,0.4526786529
150200050304,Lower Day Wash,15020005,Silver,0,0,4.73,0,0,0,0,0,0,0,0,0,0,,0,0.6047418166,0,0,0,0.02002456346,0.5847172532
150200050305,Dalton Tank-Cottonwood Wash,15020005,Silver,-0.07,0,4.82,0,0,0,0,0,0,0,0,0,0,,0,0.4028044308,0,0,0,0.05700062701,0.3458038038
150200050306,Town Draw,15020005,Silver,-0.68,0,4.61,0,0,0,0,0,0,0,0,0,0,,0,0.4876931575,0,0,0.001347218667,0.02155549867,0.4647904401
150200050307,Walker Lake-Cottonwood Wash,15020005,Silver,0,0,4.75,0,0,0,0,0,0,0,0,0,0,,0,0.6495739559,0,0,0,0.0009552558175,0.6486187001
150200050308,Mortensen Wash,15020005,Silver,-1.09,0,4.78,0,0,0,0,0,0,0,0,0,0,,0,0.1282080634,0,0,0,0.003434144555,0.1247739188
