HUC12,HUC12Name,HUC8,HUC8Name,HUC6,HUC6Name,HabitatConditionIndexWS2015,PHWAWatershedHealthIndexState2016),PHWAWatershedHealthIndexER2016,AquaticSpecies,AquaticAnimalSpecies, AquaticPlantSpecies,WetlandSpecies,WetlandAnimalSpecies,WetlandPlantSpecies,TerrestrialSpecies,TerrestrialAnimalSpecies,TerrestrialPlantSpecies,ReptileSpecies,total,ProtectedRareEcosystems,RareEcosysteminWS
1.501E+11,Box Canyon-Las Vegas Wash,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,4.05,0.316345698,0.42002336,2,1,1,3,2,1,6,3,3,32,43,100,0.001146928
1.501E+11,Quail Spring,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,4.69,0.787226185,0.811237273,0,0,0,0,0,0,0,0,0,31,31,100,0.136835263
1.501E+11,Las Vegas Dunes,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,4.73,0.704537019,0.763128101,0,0,0,0,0,0,1,1,0,34,35,,0
1.501E+11,Town of Lovell,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,3.95,0.233704771,0.342702977,0,0,0,0,0,0,1,1,0,34,35,,0
1.501E+11,Pine Creek-Red Rock Wash,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,4.47,0.658076786,0.734865692,3,2,1,2,0,2,6,1,5,31,42,100,1.173487246
1.501E+11,Cottonwood Valley,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,4.62,0.68531108,0.758677735,1,0,1,1,0,1,6,2,4,33,41,67.19817768,1.611692277
1.501E+11,First Creek,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,4.52,0.5736088,0.633259303,2,1,1,1,0,1,4,1,3,32,39,100,0.094565128
1.501E+11,Diamond Hill,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,3.41,0.142300615,0.111502963,0,0,0,0,0,0,1,1,0,31,32,,0
1.501E+11,Tropicana Wash,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,2.82,0.080267323,0.06987306,0,0,0,0,0,0,0,0,0,31,31,,0
1.501E+11,White Spot Spring,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,4.75,0.855089437,0.868800763,0,0,0,0,0,0,4,2,2,31,35,100,0.066231297
1.501E+11,Castle Rock,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,4.77,0.752117071,0.755028708,0,0,0,0,0,0,2,0,2,31,33,,0
1.501E+11,Town of Wann,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,2.95,0.205503752,0.210279892,0,0,0,0,0,0,0,0,0,31,31,,0
1.501E+11,City of Las Vegas-Las Vegas Wash,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,2.9,0.100210193,0.106404067,1,0,1,1,0,1,1,0,1,32,35,,0
1.501E+11,Bird Spring,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,4.71,0.730646599,0.746485049,0,0,0,0,0,0,2,1,1,33,35,,0
1.501E+11,Town of Sloan,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,4.71,0.804596673,0.84593802,0,0,0,0,0,0,1,1,0,34,35,,0
1.501E+11,Town of Arden,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,3.37,0.175491922,0.177699676,0,0,0,0,0,0,1,1,0,32,33,,0
1.501E+11,Duck Creek,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,3.37,0.163415062,0.173305206,0,0,0,0,0,0,0,0,0,31,31,,0
1.501E+11,Las Vegas-Henderson Sky Harbor Airport,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,4.09,0.278188945,0.404940624,0,0,0,0,0,0,1,1,0,34,35,,0
1.501E+11,Black Mountain,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,2.44,0.306303753,0.273796016,0,0,0,0,0,0,0,0,0,32,32,,0
1.501E+11,Dutchman Pass,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,3.72,0.149506527,0.237206414,0,0,0,0,0,0,1,1,0,34,35,,0
1.501E+11,City of Henderson-Las Vegas Wash,15010015,Las Vegas Wash,150100,Lower Colorado-Lake Mead,3.77,0.159525373,0.22517094,0,0,0,1,1,0,2,2,0,34,37,,0
1.502E+11,Auger Creek,15020001,Little Colorado Headwaters,150200,Little Colorado,4.63,0.676436117,0.576689594,1,1,0,2,1,1,2,1,1,18,23,,0
1.502E+11,Colter Creek,15020001,Little Colorado Headwaters,150200,Little Colorado,4.69,0.81820027,0.676607783,1,1,0,1,1,0,1,1,0,19,22,,0
1.502E+11,Paddy Creek-Nutrioso Creek,15020001,Little Colorado Headwaters,150200,Little Colorado,4.54,0.563670086,0.491020874,1,1,0,1,1,0,1,1,0,19,22,,0
1.502E+11,Rudd Creek,15020001,Little Colorado Headwaters,150200,Little Colorado,4.71,0.781125571,0.651795609,3,3,0,3,3,0,2,2,0,19,27,,0
1.502E+11,Riggs Creek-Nutrioso Creek,15020001,Little Colorado Headwaters,150200,Little Colorado,4.6,0.603296534,0.507923942,2,2,0,1,1,0,1,1,0,20,24,,0
1.502E+11,Dry Lakes-Nutrioso Creek,15020001,Little Colorado Headwaters,150200,Little Colorado,4.6,0.669225025,0.561040605,3,3,0,2,2,0,1,1,0,23,29,,0
1.502E+11,Picnic Creek-Nutrioso Creek,15020001,Little Colorado Headwaters,150200,Little Colorado,4.52,0.634025098,0.523339303,3,3,0,1,1,0,1,1,0,23,28,,0
1.502E+11,West Fork Little Colorado River,15020001,Little Colorado Headwaters,150200,Little Colorado,4.69,0.829965844,0.728097903,2,1,1,4,3,1,5,3,2,10,21,,0
1.502E+11,East Fork Little Colorado River,15020001,Little Colorado Headwaters,150200,Little Colorado,4.73,0.808235151,0.700548272,2,1,1,4,3,1,5,3,2,11,22,,0
1.502E+11,Hall Creek-Little Colorado River,15020001,Little Colorado Headwaters,150200,Little Colorado,4.56,0.760224733,0.640989952,1,0,1,5,3,2,6,3,3,18,30,,0
1.502E+11,South Fork Little Colorado River,15020001,Little Colorado Headwaters,150200,Little Colorado,4.6,0.809553338,0.683756643,1,1,0,3,3,0,3,3,0,19,26,,0
1.502E+11,Fish Creek-Little Colorado River,15020001,Little Colorado Headwaters,150200,Little Colorado,4.69,0.807677233,0.671155268,1,1,0,3,2,1,3,2,1,19,26,,0
1.502E+11,Water Canyon Creek,15020001,Little Colorado Headwaters,150200,Little Colorado,4.65,0.759964233,0.587471224,2,2,0,1,1,0,1,1,0,21,25,,0
1.502E+11,Grapevine Creek-Little Colorado River,15020001,Little Colorado Headwaters,150200,Little Colorado,4.59,0.814690322,0.65784054,3,3,0,2,2,0,2,2,0,21,28,,0
1.502E+11,Becker Lake-Little Colorado River,15020001,Little Colorado Headwaters,150200,Little Colorado,3.68,0.487095287,0.490573827,3,3,0,1,1,0,2,2,0,21,27,,0
1.502E+11,Canovas Creek-Coyote Creek,15020001,Little Colorado Headwaters,150200,Little Colorado,4.76,0.828441028,0.725719151,2,2,0,1,1,0,1,1,0,22,26,,0
1.502E+11,Pratt Lake,15020001,Little Colorado Headwaters,150200,Little Colorado,4.66,0.855179276,0.723628499,1,1,0,0,0,0,0,0,0,24,25,,0
1.502E+11,Long Lake,15020001,Little Colorado Headwaters,150200,Little Colorado,4.51,0.838182969,0.837868317,0,0,0,0,0,0,0,0,0,24,24,,0
1.502E+11,1.502E+11,15020001,Little Colorado Headwaters,150200,Little Colorado,4.77,0.857908488,0.731561543,0,0,0,0,0,0,0,0,0,24,24,,0
1.502E+11,Stamps Spring,15020001,Little Colorado Headwaters,150200,Little Colorado,4.84,0.888520074,0.872215423,0,0,0,0,0,0,0,0,0,23,23,,0
1.502E+11,Coyote Spring-Coyote Creek,15020001,Little Colorado Headwaters,150200,Little Colorado,4.65,0.848846902,0.82473472,1,1,0,0,0,0,0,0,0,24,25,,0
1.502E+11,Scraper Knoll-Coyote Creek,15020001,Little Colorado Headwaters,150200,Little Colorado,4.62,0.856312596,0.776767563,2,2,0,0,0,0,1,0,1,23,26,,0
1.502E+11,Cheney Lake,15020001,Little Colorado Headwaters,150200,Little Colorado,4.84,0.869874389,0.740226496,0,0,0,0,0,0,0,0,0,22,22,,0
1.502E+11,Upper Carnero Creek,15020001,Little Colorado Headwaters,150200,Little Colorado,4.83,0.816513032,0.685443515,0,0,0,1,1,0,1,1,0,21,23,,0
1.502E+11,Ellis Wiltbank Reservoir,15020001,Little Colorado Headwaters,150200,Little Colorado,4.72,0.794282606,0.656573434,3,3,0,3,3,0,4,4,0,21,31,,0
1.502E+11,Lower Carnero Creek,15020001,Little Colorado Headwaters,150200,Little Colorado,4.63,0.852030918,0.830384125,2,2,0,0,0,0,1,1,0,22,25,,0
1.502E+11,Coyote Hills-Little Colorado River,15020001,Little Colorado Headwaters,150200,Little Colorado,4.82,0.732276316,0.862796393,3,3,0,2,2,0,2,2,0,22,29,,0
1.502E+11,Vigil Run,15020001,Little Colorado Headwaters,150200,Little Colorado,4.47,0.810375284,0.725238752,0,0,0,0,0,0,1,0,1,22,23,,0
1.502E+11,Atascocita Draw,15020001,Little Colorado Headwaters,150200,Little Colorado,4.45,0.804870425,0.775398129,0,0,0,0,0,0,1,1,0,21,22,,0
1.502E+11,1.502E+11,15020001,Little Colorado Headwaters,150200,Little Colorado,4.5,0.845204245,0.819961347,0,0,0,0,0,0,1,0,1,21,22,,0
1.502E+11,Little Colorado River-Lyman Lake,15020001,Little Colorado Headwaters,150200,Little Colorado,4.5,0.678023882,0.701090551,2,2,0,0,0,0,2,1,1,22,26,,0
1.502E+11,Henry Platt Springs,15020002,Upper Little Colorado,150200,Little Colorado,4.43,0.794571658,0.75275947,2,2,0,0,0,0,0,0,0,20,22,,0
1.502E+11,Alamo Wash-Little Colorado River,15020002,Upper Little Colorado,150200,Little Colorado,4.49,0.817156856,0.739055298,2,2,0,0,0,0,1,1,0,21,24,,0
1.502E+11,Little Reservoir-Little Colorado River,15020002,Upper Little Colorado,150200,Little Colorado,4.37,0.711457768,0.674538752,2,2,0,0,0,0,0,0,0,19,21,,0
1.502E+11,Wildcat Creek,15020002,Upper Little Colorado,150200,Little Colorado,4.59,0.831734337,0.822928842,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,Upper Mallory Draw,15020002,Upper Little Colorado,150200,Little Colorado,4.64,0.780395336,0.787022477,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Lower Mallory Draw,15020002,Upper Little Colorado,150200,Little Colorado,4.6,0.862908804,0.839968049,0,0,0,0,0,0,0,0,0,21,21,,0
1.502E+11,Upper Big Hollow Wash,15020002,Upper Little Colorado,150200,Little Colorado,4.55,0.84940824,0.823492179,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Lower Big Hollow Wash,15020002,Upper Little Colorado,150200,Little Colorado,4.48,0.825697127,0.79338746,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Ortega Sink,15020002,Upper Little Colorado,150200,Little Colorado,4.26,0.766305695,0.719597745,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Concho Creek,15020002,Upper Little Colorado,150200,Little Colorado,4.45,0.719016867,0.679431827,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Zion Reservoir-Little Colorado River,15020002,Upper Little Colorado,150200,Little Colorado,4.73,0.828469896,0.810399439,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Greer Wash,15020002,Upper Little Colorado,150200,Little Colorado,4.51,0.822902538,0.790165713,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Hunt Valley-Little Colorado River,15020002,Upper Little Colorado,150200,Little Colorado,4.83,0.876214089,0.859117501,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,Pulcifer Creek,15020002,Upper Little Colorado,150200,Little Colorado,4.7,0.840168343,0.767413304,1,1,0,1,1,0,1,1,0,18,21,,0
1.502E+11,Neal Spring,15020002,Upper Little Colorado,150200,Little Colorado,4.6,0.794805003,0.692353688,1,1,0,0,0,0,0,0,0,19,20,,0
1.502E+11,Sepulveda Creek,15020002,Upper Little Colorado,150200,Little Colorado,4.53,0.796475847,0.783902431,0,0,0,1,1,0,1,1,0,19,21,,0
1.502E+11,Upper Mineral Creek,15020002,Upper Little Colorado,150200,Little Colorado,4.69,0.851363664,0.764144303,1,1,0,0,0,0,0,0,0,19,20,,0
1.502E+11,Little Mineral Creek-Little Ortega Lake,15020002,Upper Little Colorado,150200,Little Colorado,4.43,0.799695788,0.760481039,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Windsor Valley,15020002,Upper Little Colorado,150200,Little Colorado,4.25,0.744746687,0.622766458,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Haumont Dam,15020002,Upper Little Colorado,150200,Little Colorado,4.53,0.700297091,0.667571024,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Mail Station Draw-Dad Patterson Tank,15020002,Upper Little Colorado,150200,Little Colorado,4.48,0.687804135,0.665921445,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Manuel Seep Draw,15020002,Upper Little Colorado,150200,Little Colorado,4.53,0.821147448,0.789367707,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Oso Draw (Local Drainage),15020002,Upper Little Colorado,150200,Little Colorado,4.78,0.832006567,0.823459073,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,Jenson Well,15020002,Upper Little Colorado,150200,Little Colorado,5,0.922045572,0.907490458,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Rim Tank,15020002,Upper Little Colorado,150200,Little Colorado,4.75,0.908028109,0.893567069,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,Potter Place Draw,15020002,Upper Little Colorado,150200,Little Colorado,4.75,0.898925898,0.882003388,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,Upper Milky Wash,15020002,Upper Little Colorado,150200,Little Colorado,4.72,0.885396988,0.867611094,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,Wild Cow Wash,15020002,Upper Little Colorado,150200,Little Colorado,4.75,0.905069925,0.890824136,0,0,0,0,0,0,0,0,0,21,21,,0
1.502E+11,Lower Milky Wash,15020002,Upper Little Colorado,150200,Little Colorado,4.83,0.916887124,0.904608721,0,0,0,0,0,0,0,0,0,21,21,,0
1.502E+11,Seven Springs Wash,15020002,Upper Little Colorado,150200,Little Colorado,4.75,0.904532497,0.848501424,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,Beaver Dam Wash,15020002,Upper Little Colorado,150200,Little Colorado,4.74,0.893652442,0.881056637,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,Martinez Draw,15020002,Upper Little Colorado,150200,Little Colorado,4.45,0.801080646,0.764092213,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Cheney Draw,15020002,Upper Little Colorado,150200,Little Colorado,4.63,0.84532886,0.821249788,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,Sandoval Draw,15020002,Upper Little Colorado,150200,Little Colorado,4.67,0.841918448,0.812615466,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Jeff Lake Draw,15020002,Upper Little Colorado,150200,Little Colorado,4.54,0.784074312,0.736141598,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,1.502E+11,15020002,Upper Little Colorado,150200,Little Colorado,4,0.69056172,0.630327933,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,West Hay Hollow Draw,15020002,Upper Little Colorado,150200,Little Colorado,4.67,0.837689257,0.760033174,0,0,0,0,0,0,0,0,0,21,21,,0
1.502E+11,Hay Hollow Draw,15020002,Upper Little Colorado,150200,Little Colorado,4.53,0.795433184,0.75251851,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,Little Milky Wash,15020002,Upper Little Colorado,150200,Little Colorado,4.74,0.89567634,0.879347455,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,Goat Ranch Draw-Little Colorado River,15020002,Upper Little Colorado,150200,Little Colorado,4.74,0.858538036,0.839039785,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,Cottonwood Wash,15020002,Upper Little Colorado,150200,Little Colorado,4.74,0.892625246,0.877957687,0,0,0,0,0,0,0,0,0,21,21,,0
1.502E+11,Mexican Hollow Wash,15020002,Upper Little Colorado,150200,Little Colorado,4.72,0.881090206,0.862200274,0,0,0,0,0,0,0,0,0,21,21,,0
1.502E+11,Powerline Tank-Little Colorado River,15020002,Upper Little Colorado,150200,Little Colorado,4.78,0.885518414,0.87072993,1,1,0,0,0,0,0,0,0,21,22,,0
1.502E+11,The Sinks,15020002,Upper Little Colorado,150200,Little Colorado,4.75,0.903574908,0.853581372,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Arthurs Meadow Draw,15020002,Upper Little Colorado,150200,Little Colorado,4.75,0.911311104,0.824544842,0,0,0,0,0,0,0,0,0,21,21,,0
1.502E+11,East Washboard Wash,15020002,Upper Little Colorado,150200,Little Colorado,4.75,0.915451813,0.904828073,0,0,0,0,0,0,0,0,0,21,21,,0
1.502E+11,Upper Washboard Wash,15020002,Upper Little Colorado,150200,Little Colorado,4.75,0.912824925,0.902571794,0,0,0,0,0,0,0,0,0,22,22,,0
1.502E+11,Carr Lake Draw,15020002,Upper Little Colorado,150200,Little Colorado,4.68,0.889082442,0.871629146,1,1,0,0,0,0,0,0,0,22,23,,0
1.502E+11,Woodruff Lake-Little Colorado River,15020002,Upper Little Colorado,150200,Little Colorado,4.65,0.702708106,0.781396709,0,0,0,0,0,0,0,0,0,21,21,,0
1.502E+11,Lower Washboard Wash,15020002,Upper Little Colorado,150200,Little Colorado,4.58,0.878151699,0.859841553,1,1,0,0,0,0,0,0,0,21,22,,0
1.502E+11,1.502E+11,15020002,Upper Little Colorado,150200,Little Colorado,4.72,0.92773513,0.804326315,1,1,0,0,0,0,0,0,0,22,23,,0
1.502E+11,Cottonwood Canyon,15020003,Carrizo Wash,150200,Little Colorado,4.78,0.870999725,0.871069634,0,0,0,0,0,0,0,0,0,21,21,,0
1.502E+11,Cienega Amarilla,15020003,Carrizo Wash,150200,Little Colorado,4.77,0.776734491,0.777220052,0,0,0,0,0,0,0,0,0,21,21,,0
1.502E+11,Twentytwo Draw,15020003,Carrizo Wash,150200,Little Colorado,5,0.943957911,0.947418353,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Gallegos Springs,15020003,Carrizo Wash,150200,Little Colorado,4.88,0.927815387,0.920046164,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Little Blanco Canyon,15020003,Carrizo Wash,150200,Little Colorado,5,0.936731581,0.934914106,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Upper Tank Reservoir,15020003,Carrizo Wash,150200,Little Colorado,4.48,0.827487951,0.79632948,0,0,0,0,0,0,0,0,0,20,20,,0
1.502E+11,Jarvis Wash,15020003,Carrizo Wash,150200,Little Colorado,4.63,0.866475703,0.846543491,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Carrisito Spring-Carrizo Wash,15020003,Carrizo Wash,150200,Little Colorado,5,0.946814792,0.867326536,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Blanco Canyon,15020003,Carrizo Wash,150200,Little Colorado,5,0.924122639,0.847413448,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Aguaje Draw,15020003,Carrizo Wash,150200,Little Colorado,5,0.930308186,0.923857308,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Marion Haws Draw,15020003,Carrizo Wash,150200,Little Colorado,4.95,0.920518575,0.903890149,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Purcell Well-Carrizo Wash,15020003,Carrizo Wash,150200,Little Colorado,5,0.949732526,0.945263859,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Valle Bonito-Carrizo Wash,15020003,Carrizo Wash,150200,Little Colorado,4.75,0.824775865,0.808015841,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Mazon Camp-Jaralosa Draw,15020004,Zuni,150200,Little Colorado,5,0.937902194,0.862403281,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Ortega Well-Jaralosa Draw,15020004,Zuni,150200,Little Colorado,5,0.934609564,0.850031328,0,0,0,0,0,0,0,0,0,17,17,,0
1.502E+11,East Pasture Tank,15020004,Zuni,150200,Little Colorado,5,0.905423955,0.788364557,0,0,0,0,0,0,0,0,0,16,16,,0
1.502E+11,Barth Lake,15020004,Zuni,150200,Little Colorado,5,0.954808203,0.954045893,0,0,0,0,0,0,0,0,0,16,16,,0
1.502E+11,Devil Pass Well,15020004,Zuni,150200,Little Colorado,4.88,0.895507783,0.894399956,0,0,0,0,0,0,0,0,0,16,16,,0
1.502E+11,Barth Well-Zuni River,15020004,Zuni,150200,Little Colorado,4.95,0.925516514,0.838374676,0,0,0,0,0,0,0,0,0,16,16,,0
1.502E+11,Lower Venedito Draw,15020004,Zuni,150200,Little Colorado,5,0.916535947,0.834035084,0,0,0,0,0,0,0,0,0,16,16,,0
1.502E+11,Ojo Peak-Zuni River,15020004,Zuni,150200,Little Colorado,5,0.942008112,0.875356533,0,0,0,0,0,0,0,0,0,16,16,,0
1.502E+11,Ceadro Spring-Zuni River,15020004,Zuni,150200,Little Colorado,5,0.944400178,0.858182292,0,0,0,0,0,0,0,0,0,17,17,,0
1.502E+11,Chafin Well-Hardscrabble Wash,15020004,Zuni,150200,Little Colorado,5,0.931243912,0.924765358,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Deep Lake-Hardscrabble Wash,15020004,Zuni,150200,Little Colorado,5,0.926990287,0.883298399,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Fairchild Well,15020004,Zuni,150200,Little Colorado,5,0.932536858,0.925329126,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Brown Wash-Hardscrabble Wash,15020004,Zuni,150200,Little Colorado,4.79,0.878022869,0.835141298,0,0,0,0,0,0,0,0,0,17,17,,0
1.502E+11,Long H Ranch Area,15020004,Zuni,150200,Little Colorado,5,0.913658808,0.854843542,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Prospect Spring-Hardscrabble Wash,15020004,Zuni,150200,Little Colorado,4.63,0.863597045,0.84253109,0,0,0,0,0,0,0,0,0,17,17,,0
1.502E+11,Platts Windmill Area-Hardscrabble Wash,15020004,Zuni,150200,Little Colorado,4.99,0.949688343,0.947417154,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Pine Springs Wash,15020004,Zuni,150200,Little Colorado,5,0.939723054,0.882503233,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Zuni Well-Zuni River,15020004,Zuni,150200,Little Colorado,5,0.954201601,0.900829226,0,0,0,0,0,0,0,0,0,17,17,,0
1.502E+11,Schnebly Well-Zuni River,15020004,Zuni,150200,Little Colorado,4.96,0.945519114,0.941183539,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Cedar Lake Wash,15020004,Zuni,150200,Little Colorado,5,0.960587101,0.960823732,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Richey Tank,15020004,Zuni,150200,Little Colorado,4.99,0.945539778,0.944455532,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Hunt Valley-Zuni River,15020004,Zuni,150200,Little Colorado,4.99,0.937343491,0.89122942,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Billy Creek,15020005,Silver,150200,Little Colorado,4.01,0.495609212,0.297323559,0,0,0,0,0,0,0,0,0,17,17,,0
1.502E+11,Porter Creek,15020005,Silver,150200,Little Colorado,4.6,0.8049086,0.671585143,0,0,0,0,0,0,0,0,0,17,17,,0
1.502E+11,Fools Hollow,15020005,Silver,150200,Little Colorado,3.53,0.50953822,0.336322113,0,0,0,0,0,0,0,0,0,17,17,,0
1.502E+11,Show Low Lake-Show Low Creek,15020005,Silver,150200,Little Colorado,4.39,0.660290307,0.442608602,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Long Lake,15020005,Silver,150200,Little Colorado,4.47,0.825941807,0.674200973,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Linden Draw,15020005,Silver,150200,Little Colorado,4.4,0.748018396,0.59306669,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Bagnal Draw-Show Low Creek,15020005,Silver,150200,Little Colorado,4.29,0.652700166,0.523066794,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Bull Hollow,15020005,Silver,150200,Little Colorado,4.76,0.875950103,0.884790459,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Thistle Hollow-Show Low Creek,15020005,Silver,150200,Little Colorado,4.66,0.808873491,0.685462996,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Schoens Crossing-Show Low Creek,15020005,Silver,150200,Little Colorado,4.71,0.752339151,0.736792523,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Ortega Draw,15020005,Silver,150200,Little Colorado,4.44,0.79421192,0.775505274,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Upper Brown Creek,15020005,Silver,150200,Little Colorado,4.59,0.825021877,0.725807421,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,White Lakes Basin,15020005,Silver,150200,Little Colorado,4.4,0.762028472,0.734818666,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Lower Brown Creek,15020005,Silver,150200,Little Colorado,4.53,0.857565072,0.85230704,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Upper Rocky Arroyo,15020005,Silver,150200,Little Colorado,4.73,0.87555463,0.885853332,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Lower Rocky Arroyo,15020005,Silver,150200,Little Colorado,4.52,0.831244308,0.688210819,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Upper Silver Creek-White Mountain Lake,15020005,Silver,150200,Little Colorado,4.47,0.807872762,0.665306666,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Mexican Lake-Silver Creek,15020005,Silver,150200,Little Colorado,4.6,0.757873341,0.616187302,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Stinson Wash,15020005,Silver,150200,Little Colorado,4.69,0.826342028,0.813136912,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,West Fork Cottonwood Wash-Cottonwood Wash,15020005,Silver,150200,Little Colorado,4.79,0.8266788,0.813439376,0,0,0,0,0,0,0,0,0,17,17,,0
1.502E+11,Upper Day Wash,15020005,Silver,150200,Little Colorado,4.66,0.810861329,0.79799692,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Lower Day Wash,15020005,Silver,150200,Little Colorado,4.73,0.870426145,0.876980315,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Dalton Tank-Cottonwood Wash,15020005,Silver,150200,Little Colorado,4.82,0.87824381,0.878159655,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Town Draw,15020005,Silver,150200,Little Colorado,4.61,0.834448808,0.817920976,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Walker Lake-Cottonwood Wash,15020005,Silver,150200,Little Colorado,4.75,0.890199504,0.876919399,0,0,0,0,0,0,0,0,0,19,19,,0
1.502E+11,Mortensen Wash,15020005,Silver,150200,Little Colorado,4.78,0.815695714,0.794834039,0,0,0,0,0,0,0,0,0,18,18,,0
1.502E+11,Dodson Wash,15020005,Silver,150200,Little Colorado,4.7,0.84605146,0.769933729,0,0,0,0,0,0,0,0,0,18,18,,0
